年齡,工作,婚姻,學歷,連絡方式,最後聯絡時間,聯絡次數,消費價格指數,消費信心指數,訂購
69.0,未知,單身,高職,市話,148.0,2,83.074,-20.5,從未
36.0,退休,離婚,大學,手機,588.0,6,96.250,15.3,從未
39.0,藍領,離婚,專科,市話,403.0,6,64.254,-21.6,頻繁
51.0,自僱人士,單身,國中,市話,516.0,5,95.948,-4.3,從未
37.0,家管,未知,高職,手機,677.0,12,89.749,35.6,從未
52.0,服務業,單身,高中,手機,683.0,3,83.359,-48.4,頻繁
66.0,家管,已婚,專科,手機,439.0,5,87.128,31.7,頻繁
28.0,企業家,單身,高職,手機,299.0,11,68.767,3.4,一次
22.0,藍領,單身,大學,手機,317.0,5,70.502,-36.9,頻繁
40.0,未知,已婚,國中,市話,220.0,5,64.465,46.8,一次
28.0,自僱人士,未知,高職,手機,853.0,9,90.052,29.9,一次
24.0,退休,單身,高職,市話,709.0,12,74.715,2.0,偶爾
57.0,家管,已婚,專科,手機,464.0,7,82.115,-0.6,偶爾
41.0,藍領,未知,國中,手機,679.0,12,98.998,4.3,一次
23.0,經理,未知,高職,市話,572.0,3,71.419,-4.6,頻繁
22.0,家管,單身,博士,市話,856.0,1,77.096,-31.2,一次
50.0,學生,已婚,博士,手機,932.0,1,61.573,-34.7,從未
65.0,退休,單身,大學,市話,231.0,5,89.029,30.1,一次
52.0,無業,已婚,專科,市話,661.0,8,94.570,43.8,頻繁
30.0,服務業,單身,高職,手機,495.0,9,90.033,-40.2,偶爾
56.0,家管,離婚,專科,市話,724.0,1,90.064,-24.2,從未
65.0,主管,未知,國中,手機,305.0,6,72.511,-8.4,一次
30.0,技術員,已婚,專科,市話,441.0,9,71.624,-10.6,頻繁
67.0,主管,離婚,國中,手機,180.0,7,85.739,-9.5,從未
42.0,服務業,離婚,大學,市話,757.0,2,96.564,-46.5,一次
65.0,技術員,未知,專科,手機,521.0,5,83.213,20.6,頻繁
39.0,技術員,單身,高中,市話,918.0,5,90.584,-32.2,從未
30.0,退休,離婚,國中,手機,151.0,1,60.731,31.8,一次
52.0,無業,離婚,博士,市話,656.0,10,96.144,-11.5,從未
31.0,藍領,已婚,國中,手機,834.0,6,79.975,-16.2,從未
49.0,學生,離婚,大學,市話,473.0,5,97.755,-10.1,頻繁
36.0,未知,未知,專科,手機,615.0,9,87.511,-23.3,偶爾
33.0,家管,離婚,小學,手機,593.0,1,77.231,-5.6,一次
41.0,學生,未知,高中,市話,20.0,12,73.543,-19.0,從未
27.0,主管,未知,小學,手機,219.0,7,62.234,44.3,一次
29.0,服務業,已婚,大學,市話,385.0,12,84.548,-18.8,頻繁
68.0,學生,未知,小學,市話,799.0,2,72.424,35.4,從未
30.0,無業,未知,高中,手機,157.0,1,96.175,14.6,偶爾
23.0,自僱人士,離婚,高職,市話,877.0,11,85.202,30.8,偶爾
55.0,經理,未知,高中,手機,624.0,7,94.925,19.1,一次
63.0,退休,未知,博士,市話,539.0,8,89.053,35.1,一次
55.0,服務業,未知,專科,手機,538.0,12,67.371,-7.5,偶爾
67.0,藍領,已婚,國中,市話,628.0,7,73.991,45.6,一次
44.0,退休,已婚,高中,手機,583.0,2,72.790,22.0,從未
21.0,主管,未知,高中,手機,630.0,7,78.527,35.0,頻繁
37.0,未知,未知,大學,市話,226.0,6,68.486,-12.3,從未
20.0,家管,單身,國中,市話,250.0,9,99.351,36.4,一次
58.0,企業家,未知,高職,市話,194.0,2,96.815,-7.4,從未
20.0,學生,已婚,高中,市話,232.0,5,67.608,39.7,從未
60.0,經理,未知,小學,手機,838.0,5,89.663,-17.2,一次
38.0,退休,未知,高中,手機,514.0,5,74.096,11.0,一次
47.0,自僱人士,未知,大學,市話,189.0,12,81.134,-10.3,從未
28.0,自僱人士,離婚,國中,手機,613.0,2,80.125,-30.3,頻繁
34.0,藍領,已婚,國中,市話,226.0,12,74.421,-33.0,偶爾
47.0,無業,單身,博士,市話,177.0,2,92.259,14.3,偶爾
64.0,企業家,未知,高中,手機,284.0,9,76.785,-14.7,一次
34.0,主管,離婚,專科,手機,633.0,9,64.215,47.1,一次
60.0,藍領,未知,小學,市話,428.0,2,60.412,37.7,從未
34.0,主管,已婚,博士,市話,289.0,4,90.135,-14.6,一次
39.0,服務業,未知,博士,市話,783.0,4,70.462,-17.2,從未
65.0,藍領,已婚,博士,市話,462.0,8,68.037,-45.8,偶爾
51.0,退休,單身,博士,市話,979.0,10,79.265,-16.6,偶爾
35.0,經理,單身,國中,手機,790.0,6,74.042,-31.8,偶爾
67.0,主管,已婚,高中,手機,830.0,2,72.416,-30.2,一次
58.0,服務業,單身,國中,手機,234.0,2,96.027,37.6,頻繁
46.0,未知,已婚,博士,市話,496.0,7,74.096,-10.9,頻繁
59.0,主管,離婚,高中,手機,286.0,1,84.397,-22.9,從未
32.0,藍領,已婚,大學,手機,706.0,10,81.657,48.7,頻繁
62.0,藍領,單身,大學,市話,402.0,11,68.087,-19.9,一次
47.0,主管,單身,小學,市話,311.0,6,60.198,8.9,從未
47.0,無業,未知,專科,市話,980.0,12,91.621,13.0,偶爾
53.0,企業家,未知,大學,市話,85.0,10,64.114,-46.7,一次
30.0,技術員,已婚,大學,市話,402.0,12,95.708,24.3,頻繁
62.0,退休,未知,小學,市話,432.0,9,92.560,-2.0,偶爾
60.0,企業家,已婚,高中,市話,641.0,10,66.681,-17.5,一次
40.0,無業,單身,小學,市話,852.0,12,98.237,12.6,從未
48.0,技術員,未知,高職,手機,612.0,11,81.895,13.5,偶爾
65.0,技術員,已婚,專科,市話,445.0,9,73.302,-17.1,偶爾
40.0,藍領,單身,國中,手機,483.0,3,97.495,1.0,偶爾
58.0,服務業,單身,高中,手機,296.0,5,92.521,-33.8,一次
38.0,服務業,未知,專科,市話,502.0,1,85.854,8.0,頻繁
46.0,主管,已婚,高中,市話,379.0,3,72.760,-26.6,從未
52.0,未知,未知,高中,手機,559.0,10,72.195,46.8,頻繁
69.0,退休,未知,國中,手機,278.0,11,80.765,-26.9,頻繁
48.0,家管,已婚,博士,手機,239.0,2,88.730,48.2,偶爾
49.0,學生,單身,高職,手機,783.0,5,89.880,-8.4,從未
44.0,家管,單身,高職,手機,372.0,3,81.191,-7.9,偶爾
58.0,退休,單身,國中,市話,465.0,5,93.385,-22.7,偶爾
42.0,服務業,已婚,高職,市話,941.0,5,73.335,-40.0,從未
35.0,藍領,離婚,國中,市話,908.0,8,80.745,-4.0,一次
46.0,未知,單身,小學,手機,440.0,3,62.223,-42.2,從未
26.0,經理,已婚,國中,市話,706.0,9,66.909,14.3,頻繁
31.0,家管,離婚,博士,手機,490.0,7,88.606,40.8,從未
33.0,技術員,單身,高職,手機,599.0,9,78.464,33.7,一次
21.0,企業家,單身,高中,手機,664.0,6,86.052,25.6,從未
32.0,家管,未知,高中,手機,279.0,2,68.804,45.3,頻繁
60.0,退休,未知,大學,手機,164.0,12,88.678,22.7,偶爾
68.0,家管,離婚,高中,手機,954.0,11,73.312,38.5,偶爾
65.0,主管,未知,高中,市話,829.0,11,95.191,-6.9,頻繁
27.0,學生,已婚,博士,市話,59.0,10,81.092,6.2,從未
33.0,經理,離婚,高職,市話,922.0,11,96.763,-19.7,從未
69.0,退休,已婚,大學,市話,155.0,7,98.955,25.2,頻繁
54.0,自僱人士,離婚,高中,手機,862.0,3,64.008,-21.2,從未
59.0,技術員,離婚,博士,市話,393.0,9,63.741,44.1,從未
46.0,自僱人士,離婚,高中,市話,307.0,10,85.683,42.3,從未
32.0,自僱人士,已婚,博士,市話,292.0,7,78.713,0.8,偶爾
21.0,經理,單身,小學,手機,195.0,9,85.816,-35.0,偶爾
40.0,自僱人士,未知,博士,手機,475.0,2,87.605,-5.2,一次
68.0,經理,單身,高職,市話,804.0,11,89.695,-31.7,一次
69.0,技術員,單身,大學,市話,780.0,3,65.263,24.7,從未
31.0,企業家,未知,博士,市話,686.0,6,90.999,17.5,頻繁
22.0,技術員,單身,大學,市話,103.0,1,66.728,22.7,一次
35.0,企業家,未知,國中,手機,200.0,3,66.405,-27.4,從未
68.0,退休,單身,高中,市話,346.0,6,77.839,1.7,偶爾
66.0,企業家,已婚,高中,市話,679.0,11,79.967,36.7,從未
66.0,退休,單身,大學,市話,644.0,2,71.119,4.0,從未
37.0,未知,已婚,大學,市話,53.0,4,72.877,13.2,一次
66.0,退休,已婚,高中,市話,748.0,6,82.881,-15.5,偶爾
68.0,主管,離婚,專科,市話,442.0,3,75.705,-24.9,從未
46.0,技術員,單身,大學,市話,623.0,3,83.648,-13.6,從未
20.0,家管,離婚,高中,手機,716.0,9,86.666,15.1,偶爾
53.0,藍領,離婚,國中,市話,293.0,7,97.286,-4.0,偶爾
31.0,主管,未知,小學,手機,804.0,6,62.917,2.6,一次
29.0,退休,已婚,國中,手機,358.0,7,98.478,-2.1,偶爾
28.0,未知,單身,高職,手機,352.0,8,90.354,-36.7,偶爾
36.0,未知,未知,高職,市話,720.0,12,77.788,-44.3,頻繁
53.0,企業家,已婚,小學,市話,732.0,9,64.225,15.0,一次
28.0,家管,未知,專科,手機,808.0,7,83.526,9.4,頻繁
49.0,無業,未知,國中,手機,648.0,10,87.256,-15.8,一次
64.0,未知,已婚,博士,市話,390.0,2,75.695,7.9,頻繁
21.0,藍領,未知,大學,市話,447.0,5,88.627,-45.2,從未
42.0,企業家,離婚,博士,手機,364.0,3,65.696,-21.0,從未
33.0,主管,已婚,高中,手機,459.0,2,86.341,32.4,頻繁
63.0,無業,單身,專科,手機,397.0,8,83.088,5.4,一次
23.0,退休,已婚,博士,市話,450.0,3,93.382,-37.2,偶爾
57.0,學生,離婚,博士,手機,876.0,2,85.203,17.4,從未
41.0,未知,離婚,國中,手機,785.0,8,65.975,12.3,頻繁
42.0,經理,單身,專科,手機,178.0,3,74.790,-0.1,偶爾
54.0,企業家,單身,小學,手機,499.0,12,87.726,-18.2,頻繁
47.0,學生,離婚,高中,市話,411.0,11,84.055,19.5,從未
37.0,經理,已婚,專科,手機,521.0,10,98.995,-5.2,偶爾
61.0,未知,單身,高職,市話,644.0,2,79.791,22.4,從未
55.0,技術員,已婚,小學,市話,143.0,7,75.294,14.0,一次
48.0,自僱人士,已婚,大學,手機,474.0,4,63.837,-0.8,頻繁
25.0,技術員,已婚,專科,市話,728.0,6,75.671,34.3,頻繁
57.0,藍領,已婚,小學,手機,59.0,8,96.507,18.9,頻繁
63.0,主管,已婚,專科,手機,461.0,9,81.844,-30.7,從未
33.0,未知,離婚,高中,手機,623.0,11,69.214,-49.4,一次
67.0,未知,未知,大學,手機,100.0,4,76.512,-49.9,頻繁
68.0,服務業,離婚,大學,手機,81.0,2,98.145,20.3,頻繁
28.0,自僱人士,單身,專科,市話,353.0,9,85.877,-48.5,頻繁
26.0,無業,已婚,高職,手機,286.0,9,86.098,35.1,從未
36.0,經理,未知,高中,手機,720.0,10,63.437,15.6,頻繁
58.0,未知,單身,博士,手機,261.0,9,97.627,-13.0,頻繁
46.0,自僱人士,未知,國中,市話,410.0,2,61.942,-1.3,偶爾
35.0,自僱人士,已婚,高中,手機,777.0,1,67.236,-42.5,一次
43.0,藍領,單身,高中,市話,316.0,12,95.709,-13.0,從未
43.0,家管,已婚,博士,市話,879.0,6,95.924,-35.1,偶爾
28.0,技術員,已婚,專科,手機,549.0,11,79.926,31.3,一次
62.0,藍領,離婚,專科,市話,877.0,8,92.998,-46.9,一次
44.0,企業家,已婚,專科,市話,402.0,3,96.116,13.9,頻繁
30.0,經理,已婚,高職,市話,308.0,3,83.323,30.4,一次
64.0,藍領,單身,高中,手機,305.0,9,78.318,-34.3,偶爾
58.0,企業家,已婚,高中,手機,153.0,8,61.437,-44.8,一次
64.0,家管,離婚,國中,市話,190.0,2,93.243,-4.2,從未
58.0,未知,未知,高中,市話,533.0,8,60.076,-17.1,從未
33.0,家管,未知,專科,市話,532.0,12,65.449,18.7,偶爾
49.0,未知,離婚,博士,手機,598.0,8,79.238,48.3,頻繁
60.0,服務業,未知,小學,市話,373.0,12,87.274,-12.8,偶爾
35.0,企業家,單身,博士,手機,364.0,2,91.012,-37.7,一次
65.0,企業家,離婚,博士,市話,600.0,2,99.917,-38.2,偶爾
56.0,經理,離婚,高職,手機,873.0,12,93.960,43.3,一次
47.0,學生,離婚,大學,手機,63.0,4,69.627,8.6,偶爾
42.0,未知,已婚,大學,市話,488.0,4,68.141,31.3,頻繁
63.0,學生,未知,大學,市話,584.0,10,99.880,-15.4,頻繁
69.0,無業,未知,博士,手機,493.0,3,67.992,28.8,從未
56.0,企業家,未知,專科,手機,935.0,11,70.800,-9.0,從未
54.0,經理,未知,小學,手機,204.0,9,85.933,-35.0,頻繁
33.0,經理,離婚,博士,市話,574.0,6,90.632,-7.7,頻繁
66.0,經理,已婚,專科,市話,240.0,9,65.991,-36.8,頻繁
59.0,企業家,未知,專科,手機,682.0,11,96.199,-32.5,一次
47.0,退休,未知,高職,手機,83.0,7,95.841,32.4,一次
58.0,服務業,未知,博士,市話,809.0,6,80.864,-7.0,頻繁
55.0,藍領,離婚,博士,市話,854.0,10,90.024,-27.7,從未
22.0,退休,離婚,國中,市話,464.0,4,76.277,25.0,偶爾
61.0,無業,單身,高中,市話,617.0,1,79.858,36.3,偶爾
33.0,自僱人士,未知,國中,手機,795.0,4,80.220,24.8,頻繁
23.0,藍領,已婚,博士,手機,972.0,2,70.513,7.8,偶爾
63.0,自僱人士,未知,博士,手機,555.0,6,65.194,48.7,頻繁
59.0,藍領,未知,高中,市話,316.0,5,87.252,5.4,偶爾
59.0,學生,單身,高中,手機,313.0,12,74.240,40.5,頻繁
23.0,企業家,未知,國中,市話,800.0,8,66.055,6.0,一次
60.0,主管,未知,國中,手機,36.0,11,71.299,22.1,從未
64.0,經理,離婚,國中,市話,547.0,2,74.328,-6.6,頻繁
23.0,學生,單身,高職,市話,737.0,10,97.522,-11.1,一次
21.0,經理,離婚,高中,市話,823.0,7,81.507,-44.6,頻繁
68.0,學生,未知,高職,市話,254.0,12,93.085,-5.5,從未
61.0,學生,離婚,專科,市話,93.0,10,93.963,47.7,一次
58.0,技術員,離婚,國中,市話,119.0,6,91.891,29.1,一次
52.0,未知,已婚,博士,手機,728.0,6,61.277,46.2,從未
45.0,技術員,已婚,國中,手機,585.0,8,85.875,-7.6,偶爾
47.0,經理,單身,高中,市話,169.0,9,79.830,-46.5,頻繁
69.0,服務業,離婚,大學,市話,413.0,11,83.609,-25.9,偶爾
21.0,企業家,已婚,小學,市話,785.0,4,73.508,29.8,從未
41.0,未知,已婚,小學,市話,87.0,4,97.344,29.1,一次
40.0,退休,已婚,博士,手機,166.0,12,99.629,49.1,偶爾
30.0,主管,已婚,博士,市話,180.0,4,82.119,-19.6,從未
65.0,家管,未知,小學,手機,875.0,6,70.931,-42.3,頻繁
23.0,家管,已婚,高職,手機,688.0,9,84.083,-37.8,偶爾
52.0,主管,離婚,大學,手機,748.0,10,72.329,31.2,一次
23.0,藍領,已婚,國中,市話,474.0,12,72.548,-4.6,從未
52.0,學生,已婚,小學,市話,705.0,9,95.421,6.6,頻繁
43.0,自僱人士,單身,專科,手機,317.0,1,76.775,-38.4,從未
57.0,自僱人士,未知,大學,市話,847.0,3,76.320,40.3,頻繁
48.0,無業,單身,專科,手機,739.0,12,65.196,26.6,頻繁
21.0,學生,已婚,國中,市話,242.0,10,65.836,20.7,一次
24.0,無業,離婚,博士,手機,365.0,3,78.126,-27.9,偶爾
57.0,經理,單身,高職,手機,205.0,5,78.540,21.8,頻繁
65.0,服務業,單身,高職,市話,338.0,2,97.406,22.0,頻繁
20.0,經理,單身,大學,市話,443.0,11,72.506,18.1,一次
22.0,未知,已婚,專科,市話,647.0,2,75.586,2.4,偶爾
30.0,服務業,單身,高職,市話,380.0,9,69.077,9.1,一次
36.0,技術員,單身,大學,市話,854.0,10,76.753,33.2,從未
20.0,主管,單身,國中,市話,399.0,9,76.798,16.3,從未
58.0,退休,單身,高職,市話,851.0,7,69.953,24.4,頻繁
32.0,服務業,單身,高中,手機,250.0,6,71.369,-36.5,頻繁
49.0,技術員,已婚,國中,手機,54.0,1,89.177,-8.5,頻繁
57.0,技術員,已婚,小學,手機,399.0,8,80.430,27.9,偶爾
59.0,企業家,離婚,博士,市話,779.0,2,61.346,44.4,一次
39.0,服務業,離婚,小學,手機,136.0,3,75.085,37.1,偶爾
24.0,經理,未知,博士,手機,922.0,8,71.654,40.1,一次
44.0,退休,未知,高中,市話,289.0,7,66.795,-34.2,頻繁
65.0,自僱人士,已婚,高中,市話,361.0,11,95.596,-6.9,一次
44.0,退休,單身,大學,市話,950.0,12,86.910,-6.0,頻繁
27.0,技術員,單身,高中,市話,81.0,4,86.277,-46.1,一次
44.0,藍領,離婚,高職,手機,426.0,1,85.305,-23.8,頻繁
52.0,退休,已婚,小學,手機,248.0,11,76.990,-12.6,從未
49.0,企業家,單身,大學,手機,493.0,8,93.855,38.0,一次
60.0,主管,未知,國中,手機,528.0,9,71.020,26.1,一次
27.0,無業,未知,高中,市話,758.0,4,69.835,-13.2,從未
52.0,主管,未知,專科,市話,767.0,7,97.378,37.4,頻繁
54.0,經理,離婚,大學,市話,72.0,7,64.424,46.5,一次
67.0,藍領,未知,小學,市話,274.0,8,82.262,15.8,偶爾
68.0,服務業,單身,國中,手機,260.0,7,73.605,17.4,頻繁
33.0,自僱人士,已婚,小學,手機,815.0,10,77.023,6.1,一次
25.0,技術員,已婚,大學,手機,913.0,8,94.834,2.6,頻繁
31.0,未知,已婚,博士,市話,913.0,5,85.059,32.7,從未
24.0,無業,已婚,小學,市話,521.0,7,85.412,-49.4,一次
23.0,家管,單身,小學,手機,231.0,7,79.157,-18.2,從未
36.0,退休,已婚,高中,手機,32.0,2,80.684,-48.7,從未
62.0,家管,離婚,國中,市話,601.0,4,89.427,-18.0,一次
68.0,技術員,已婚,博士,手機,967.0,10,65.878,1.1,偶爾
24.0,退休,未知,專科,市話,291.0,3,68.084,-10.1,偶爾
66.0,企業家,單身,專科,市話,331.0,9,98.853,-20.1,從未
63.0,家管,已婚,高中,市話,952.0,1,74.347,3.1,頻繁
36.0,學生,未知,博士,手機,820.0,2,67.452,-45.5,偶爾
50.0,服務業,離婚,國中,手機,934.0,10,89.746,-47.2,偶爾
59.0,服務業,未知,博士,手機,69.0,5,60.112,35.6,頻繁
24.0,主管,已婚,高中,市話,454.0,11,85.942,14.4,從未
62.0,自僱人士,單身,專科,市話,279.0,9,78.158,-31.5,頻繁
33.0,自僱人士,未知,高職,市話,212.0,12,64.026,5.5,偶爾
59.0,學生,未知,博士,市話,88.0,12,99.796,-49.5,從未
33.0,經理,未知,國中,手機,307.0,2,62.239,21.6,頻繁
37.0,退休,已婚,博士,市話,978.0,4,76.661,42.5,從未
21.0,主管,已婚,高職,手機,551.0,7,69.687,-12.8,頻繁
25.0,經理,單身,國中,市話,523.0,8,92.101,39.4,一次
33.0,家管,未知,博士,手機,555.0,4,84.187,-47.2,頻繁
26.0,家管,離婚,高中,手機,395.0,10,64.972,-35.7,從未
44.0,經理,離婚,大學,市話,42.0,6,95.659,-39.9,從未
43.0,自僱人士,未知,國中,市話,143.0,11,82.931,-29.2,頻繁
40.0,學生,未知,博士,手機,157.0,10,81.035,-39.6,偶爾
42.0,經理,單身,高中,手機,624.0,11,75.180,38.9,頻繁
37.0,藍領,未知,高職,市話,58.0,4,86.515,-49.8,一次
30.0,主管,單身,小學,手機,237.0,5,96.938,-9.4,頻繁
59.0,無業,未知,大學,市話,896.0,4,87.932,-29.1,從未
47.0,服務業,未知,專科,手機,63.0,11,87.871,-13.0,一次
63.0,主管,未知,專科,手機,824.0,11,85.328,-33.6,從未
22.0,自僱人士,離婚,高職,市話,109.0,7,86.271,-5.2,頻繁
35.0,學生,已婚,專科,手機,944.0,1,84.587,-33.1,偶爾
29.0,自僱人士,單身,專科,手機,113.0,6,92.451,-22.1,一次
68.0,主管,已婚,高中,手機,932.0,9,93.679,29.5,一次
69.0,自僱人士,已婚,大學,市話,739.0,2,71.724,5.4,從未
56.0,家管,已婚,高職,手機,173.0,4,76.024,-39.7,一次
51.0,無業,未知,博士,市話,789.0,11,83.361,26.8,從未
61.0,經理,單身,國中,手機,274.0,7,86.471,36.7,從未
34.0,無業,已婚,高職,市話,240.0,8,61.408,2.6,偶爾
44.0,技術員,已婚,高中,手機,757.0,5,89.986,-49.5,偶爾
35.0,自僱人士,離婚,高中,手機,712.0,10,61.210,43.4,頻繁
25.0,經理,單身,高職,市話,315.0,5,78.276,-7.8,頻繁
24.0,退休,未知,大學,市話,682.0,10,77.704,8.1,頻繁
68.0,學生,離婚,專科,市話,459.0,8,80.235,-34.5,一次
39.0,未知,未知,高中,市話,467.0,2,94.173,-34.2,頻繁
38.0,未知,未知,小學,手機,757.0,12,78.314,-41.5,一次
44.0,主管,離婚,國中,手機,706.0,5,60.196,-9.7,偶爾
46.0,退休,離婚,大學,手機,176.0,2,60.987,-48.0,從未
49.0,服務業,單身,大學,手機,466.0,5,72.494,-46.8,頻繁
59.0,藍領,已婚,博士,手機,808.0,8,72.750,22.8,從未
34.0,技術員,離婚,專科,市話,567.0,1,60.419,-12.6,從未
69.0,家管,離婚,高職,市話,507.0,5,74.939,14.3,從未
22.0,無業,離婚,博士,手機,825.0,8,77.752,36.9,偶爾
24.0,退休,單身,國中,手機,872.0,11,75.863,27.0,偶爾
46.0,家管,已婚,博士,手機,639.0,7,83.709,2.7,頻繁
20.0,服務業,單身,大學,市話,45.0,3,95.838,2.6,一次
33.0,退休,已婚,高中,市話,559.0,12,88.592,-49.7,偶爾
43.0,無業,離婚,小學,手機,843.0,7,75.716,-22.7,一次
57.0,學生,已婚,博士,手機,724.0,12,84.066,30.6,一次
53.0,學生,未知,大學,市話,552.0,5,86.247,14.6,頻繁
56.0,企業家,未知,大學,手機,525.0,3,95.882,-31.5,頻繁
36.0,自僱人士,離婚,大學,市話,419.0,5,85.349,39.2,偶爾
55.0,服務業,離婚,博士,市話,679.0,5,99.873,12.5,頻繁
53.0,退休,未知,高中,市話,447.0,7,92.153,7.6,從未
21.0,學生,未知,小學,市話,938.0,1,82.828,-13.1,一次
20.0,退休,單身,小學,市話,435.0,2,97.063,21.8,偶爾
53.0,技術員,已婚,大學,手機,337.0,11,91.499,6.0,一次
34.0,無業,未知,高職,市話,523.0,12,98.289,13.6,頻繁
40.0,主管,離婚,國中,手機,815.0,8,99.356,-38.9,頻繁
58.0,學生,離婚,專科,手機,744.0,11,85.278,-26.8,一次
59.0,企業家,未知,專科,市話,221.0,8,66.173,-23.1,一次
47.0,家管,未知,國中,市話,574.0,4,71.505,11.4,一次
37.0,未知,未知,專科,市話,489.0,9,65.091,12.2,偶爾
30.0,藍領,離婚,博士,市話,499.0,3,72.492,42.1,頻繁
20.0,退休,單身,小學,手機,586.0,11,71.253,-17.4,頻繁
21.0,未知,未知,大學,手機,335.0,1,64.275,40.0,從未
62.0,服務業,單身,高職,市話,926.0,6,91.593,-29.2,偶爾
47.0,服務業,離婚,大學,手機,336.0,12,63.251,7.3,頻繁
44.0,主管,未知,高職,手機,429.0,10,83.853,26.9,頻繁
30.0,技術員,單身,高職,市話,418.0,10,76.373,27.8,偶爾
